,ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,chutes_mandante,chutes_no_alvo_mandante,posse_de_bola_mandante,passes_mandante,precisao_passes_mandante,faltas_mandante,cartao_amarelo_mandante,cartao_vermelho_mandante,impedimentos_mandante,escanteios_mandante,chutes_visitante,chutes_no_alvo_visitante,posse_de_bola_visitante,passes_visitante,precisao_passes_visitante,faltas_visitante,cartao_amarelo_visitante,cartao_vermelho_visitante,impedimentos_visitante,escanteios_visitante
0,4987,1,9/5/2015,18:32,Chapecoense,Coritiba,4-2-3-1,3-5-2,V. Eutrópio,M. dos Santos Gonçalves,Chapecoense,Arena Condá,2,1,SC,PR,13.0,0.0,45%,326.0,,20.0,2.0,0.0,3.0,3.0,16.0,0.0,55%,388.0,,21.0,2.0,0.0,0.0,5.0
1,4988,1,9/5/2015,18:33,Palmeiras,Atletico-MG,4-2-3-1,4-2-3-1,O. de Oliveira Filho,L. Culpi,-,Allianz Parque,2,2,SP,MG,17.0,0.0,50%,406.0,,20.0,2.0,0.0,2.0,11.0,10.0,0.0,50%,426.0,,14.0,4.0,0.0,4.0,2.0
2,4989,1,9/5/2015,21:00,Fluminense,Joinville,4-3-1-2,4-4-1-1,S. Drubscky de Campos,H. Maria,Fluminense, Maracanã,1,0,RJ,SC,26.0,11.0,74%,702.0,,9.0,2.0,0.0,1.0,5.0,3.0,0.0,26%,250.0,,14.0,0.0,1.0,1.0,3.0
3,4990,1,10/5/2015,11:00,Gremio,Ponte Preta,4-2-3-1,4-1-2-1-2,L. Scolari,A. Ferreira,-,Arena do Grêmio,3,3,RS,SP,11.0,0.0,45%,401.0,,17.0,3.0,0.0,2.0,5.0,17.0,0.0,55%,473.0,,21.0,4.0,1.0,0.0,10.0
4,4991,1,10/5/2015,16:00,Athletico-PR,Internacional,4-2-3-1,4-2-3-1,M. Mendes,D. Aguirre Camblor,Athletico-PR,Estádio Joaquim Américo Guimarães,3,0,PR,RS,10.0,0.0,39%,335.0,,17.0,1.0,0.0,1.0,2.0,17.0,0.0,61%,502.0,,17.0,2.0,0.0,1.0,11.0
5,4992,1,10/5/2015,16:02,Sao Paulo,Flamengo,4-2-3-1,4-3-2-1,M. Cruz,V. Luxemburgo da Silva,Sao Paulo, Morumbi,2,1,SP,RJ,19.0,0.0,54%,502.0,,17.0,2.0,0.0,1.0,4.0,12.0,0.0,46%,430.0,,12.0,1.0,0.0,6.0,6.0
6,4993,1,10/5/2015,15:59,Cruzeiro,Corinthians,4-2-3-1,4-2-3-1,M. de Oliveira Santos,A. Bacchi,Corinthians,Arena Pantanal,0,1,MG,SP,13.0,0.0,56%,487.0,,17.0,3.0,0.0,4.0,2.0,11.0,0.0,44%,391.0,,15.0,1.0,0.0,2.0,4.0
7,4994,1,10/5/2015,15:59,Sport,Figueirense,4-2-3-1,4-4-2,E. Baptista,A. Fucks,Sport,Adelmar da Costa Carvalho,4,1,PE,SC,17.0,0.0,54%,449.0,,17.0,1.0,0.0,0.0,7.0,7.0,0.0,46%,391.0,,14.0,2.0,1.0,3.0,1.0
8,4995,1,10/5/2015,18:34,Avai,Santos,4-3-1-2,4-2-3-1,G. Kleina,M. Fernandes,-,  Ressacada,1,1,SC,SP,16.0,0.0,51%,462.0,,10.0,2.0,0.0,2.0,4.0,8.0,0.0,49%,452.0,,11.0,1.0,1.0,2.0,3.0
9,4996,1,10/5/2015,18:29,Vasco,Goias,4-2-3-1,4-2-3-1,D. Ghidoni Junior,H. Pinto dos Anjos,-,Estádio Vasco da Gama,0,0,RJ,GO,11.0,0.0,62%,439.0,,16.0,3.0,0.0,0.0,4.0,5.0,0.0,38%,279.0,,27.0,5.0,0.0,2.0,2.0
10,4997,2,16/5/2015,18:29,Goias,Athletico-PR,4-3-1-2,4-2-3-1,H. Pinto dos Anjos,M. Mendes,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),2,0,GO,PR,13.0,0.0,41%,334.0,,14.0,2.0,0.0,0.0,6.0,8.0,0.0,59%,477.0,,18.0,1.0,1.0,1.0,5.0
11,4998,2,16/5/2015,18:33,Coritiba,Gremio,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,L. Scolari,Coritiba, Couto Pereira,2,0,PR,RS,9.0,0.0,43%,353.0,,22.0,2.0,0.0,3.0,2.0,10.0,0.0,57%,456.0,,13.0,3.0,0.0,4.0,4.0
12,4999,2,16/5/2015,21:02,Corinthians,Chapecoense,4-2-3-1,4-2-3-1,A. Bacchi,V. Eutrópio,Corinthians,Estádio Doutor Adhemar de Barros,1,0,SP,SC,13.0,0.0,46%,437.0,,16.0,2.0,0.0,1.0,7.0,11.0,0.0,54%,487.0,,13.0,4.0,0.0,5.0,2.0
13,5000,2,17/5/2015,11:03,Figueirense,Vasco,4-1-2-1-2,4-2-3-1,A. Fucks,D. Ghidoni Junior,-, Orlando Scarpelli,0,0,SC,RJ,12.0,0.0,47%,381.0,,18.0,2.0,0.0,3.0,6.0,14.0,0.0,53%,436.0,,13.0,6.0,0.0,0.0,7.0
14,5001,2,17/5/2015,16:01,Atletico-MG,Fluminense,4-2-3-1,4-2-3-1,L. Culpi,S. Drubscky de Campos,Atletico-MG,Estádio Nacional de Brasília,4,1,MG,RJ,16.0,8.0,54%,466.0,,17.0,2.0,0.0,1.0,7.0,8.0,2.0,46%,411.0,,9.0,1.0,0.0,2.0,0.0
15,5002,2,17/5/2015,16:02,Flamengo,Sport,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,E. Baptista,-, Maracanã,2,2,RJ,PE,18.0,0.0,59%,492.0,,10.0,2.0,0.0,6.0,13.0,14.0,0.0,41%,373.0,,7.0,3.0,0.0,1.0,3.0
16,5003,2,17/5/2015,16:02,Santos,Cruzeiro,4-2-3-1,4-2-3-1,M. Fernandes,M. de Oliveira Santos,Santos,Estádio Urbano Caldeira,1,0,SP,MG,20.0,0.0,44%,351.0,,18.0,1.0,0.0,2.0,15.0,7.0,0.0,56%,445.0,,13.0,4.0,0.0,5.0,3.0
17,5004,2,17/5/2015,18:31,Joinville,Palmeiras,4-3-3,4-3-2-1,H. Maria,O. de Oliveira Filho,-,Arena Joinville,0,0,SC,SP,8.0,0.0,39%,377.0,,17.0,3.0,0.0,5.0,1.0,11.0,0.0,61%,589.0,,12.0,1.0,0.0,3.0,5.0
18,5005,2,17/5/2015,18:33,Ponte Preta,Sao Paulo,4-2-3-1,4-2-3-1,A. Ferreira,M. Cruz,Ponte Preta, Moisés Lucarelli,1,0,SP,SP,19.0,0.0,40%,373.0,,15.0,1.0,0.0,5.0,6.0,10.0,0.0,60%,549.0,,14.0,3.0,0.0,1.0,4.0
19,5006,2,17/5/2015,18:30,Internacional,Avai,4-2-3-1,4-4-2,D. Aguirre Camblor,G. Kleina,Internacional,Estádio José Pinheiro Borda,1,0,RS,SC,8.0,0.0,57%,451.0,,17.0,3.0,0.0,2.0,4.0,6.0,0.0,43%,345.0,,26.0,7.0,0.0,4.0,9.0
20,5007,3,23/5/2015,18:33,Sao Paulo,Joinville,4-2-3-1,4-4-2,M. Cruz,H. Maria,Sao Paulo, Morumbi,3,0,SP,SC,16.0,0.0,63%,642.0,,12.0,2.0,0.0,3.0,5.0,7.0,0.0,37%,380.0,,11.0,0.0,0.0,1.0,0.0
21,5008,3,23/5/2015,18:31,Vasco,Internacional,4-2-3-1,4-2-3-1,D. Ghidoni Junior,D. Aguirre Camblor,-,Estádio Vasco da Gama,1,1,RJ,RS,13.0,0.0,61%,466.0,,15.0,6.0,0.0,1.0,8.0,7.0,0.0,39%,312.0,,16.0,2.0,1.0,0.0,1.0
22,5009,3,23/5/2015,21:00,Gremio,Figueirense,4-2-3-1,4-1-2-1-2,J. Freitas,A. Fucks,Gremio,Arena do Grêmio,1,0,RS,SC,19.0,0.0,63%,536.0,,16.0,6.0,0.0,1.0,11.0,5.0,0.0,37%,326.0,,24.0,5.0,0.0,1.0,4.0
23,5010,3,24/5/2015,11:02,Palmeiras,Goias,4-2-3-1,4-3-1-2,O. de Oliveira Filho,H. Pinto dos Anjos,Goias,Allianz Parque,0,1,SP,GO,21.0,0.0,74%,445.0,,13.0,6.0,1.0,5.0,13.0,7.0,0.0,26%,171.0,,24.0,4.0,1.0,1.0,6.0
24,5011,3,24/5/2015,16:00,Chapecoense,Santos,4-3-1-2,4-2-3-1,V. Eutrópio,M. Fernandes,Chapecoense,Arena Condá,1,0,SC,SP,13.0,0.0,40%,307.0,,13.0,5.0,0.0,3.0,4.0,15.0,0.0,60%,462.0,,20.0,6.0,0.0,3.0,5.0
25,5012,3,24/5/2015,16:00,Athletico-PR,Atletico-MG,4-2-3-1,4-2-3-1,M. Mendes,L. Culpi,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,MG,11.0,0.0,36%,324.0,,7.0,4.0,1.0,4.0,2.0,16.0,0.0,64%,537.0,,8.0,0.0,0.0,3.0,9.0
26,5013,3,24/5/2015,16:00,Fluminense,Corinthians,4-2-3-1,4-2-3-1,E. Alves Moreira,A. Bacchi,-, Maracanã,0,0,RJ,SP,15.0,4.0,42%,355.0,,19.0,2.0,0.0,2.0,9.0,7.0,2.0,58%,500.0,,6.0,2.0,0.0,3.0,6.0
27,5014,3,24/5/2015,16:02,Avai,Flamengo,4-3-1-2,4-3-2-1,G. Kleina,V. Luxemburgo da Silva,Avai,  Ressacada,2,1,SC,RJ,13.0,0.0,43%,338.0,,15.0,5.0,0.0,0.0,4.0,8.0,0.0,57%,443.0,,17.0,6.0,0.0,7.0,2.0
28,5015,3,24/5/2015,18:30,Cruzeiro,Ponte Preta,4-3-2-1,4-2-3-1,M. de Oliveira Santos,A. Ferreira,-, Mineirão,1,1,MG,SP,22.0,0.0,54%,390.0,,17.0,2.0,0.0,3.0,16.0,15.0,0.0,46%,357.0,,11.0,2.0,0.0,4.0,3.0
29,5016,3,24/5/2015,18:31,Sport,Coritiba,4-2-3-1,4-3-2-1,E. Baptista,M. dos Santos Gonçalves,Sport,Adelmar da Costa Carvalho,1,0,PE,PR,12.0,0.0,49%,388.0,,13.0,1.0,0.0,1.0,2.0,9.0,0.0,51%,385.0,,17.0,4.0,0.0,0.0,5.0
30,5017,4,30/5/2015,18:30,Ponte Preta,Chapecoense,4-2-3-1,4-3-3,A. Ferreira,V. Eutrópio,Ponte Preta, Moisés Lucarelli,3,1,SP,SC,13.0,0.0,47%,438.0,,20.0,4.0,0.0,1.0,0.0,14.0,0.0,53%,483.0,,15.0,1.0,1.0,0.0,4.0
31,5018,4,30/5/2015,18:32,Coritiba,Avai,4-3-1-2,4-4-1-1,M. dos Santos Gonçalves,G. Kleina,Avai, Couto Pereira,1,2,PR,SC,11.0,0.0,58%,413.0,,17.0,4.0,0.0,3.0,5.0,11.0,0.0,42%,310.0,,21.0,4.0,0.0,0.0,3.0
32,5019,4,30/5/2015,21:00,Joinville,Athletico-PR,4-4-2,4-2-3-1,H. Maria,M. Mendes,Athletico-PR,Arena Joinville,1,2,SC,PR,10.0,0.0,54%,464.0,,12.0,0.0,0.0,1.0,4.0,19.0,0.0,46%,399.0,,13.0,4.0,0.0,4.0,7.0
33,5020,4,31/5/2015,10:59,Santos,Sport,4-2-3-1,4-2-3-1,M. Fernandes,E. Baptista,-,Estádio Urbano Caldeira,2,2,SP,PE,18.0,0.0,54%,472.0,,9.0,1.0,0.0,6.0,8.0,15.0,0.0,46%,415.0,,11.0,2.0,0.0,0.0,7.0
34,5021,4,31/5/2015,16:00,Goias,Gremio,4-3-1-2,4-2-3-1,H. Pinto dos Anjos,R. Machado Marques,-,Estádio do Governo do Estado de Goiás (Serra Dourada),1,1,GO,RS,10.0,0.0,41%,345.0,,14.0,1.0,0.0,0.0,2.0,9.0,0.0,59%,495.0,,14.0,1.0,0.0,1.0,3.0
35,5022,4,31/5/2015,15:59,Atletico-MG,Vasco,4-2-3-1,4-2-3-1,L. Culpi,D. Ghidoni Junior,Atletico-MG,Estádio Raimundo Sampaio,3,0,MG,RJ,21.0,0.0,53%,457.0,,16.0,0.0,0.0,2.0,5.0,9.0,0.0,47%,413.0,,12.0,3.0,0.0,3.0,7.0
36,5023,4,31/5/2015,16:03,Corinthians,Palmeiras,4-2-3-1,4-3-1-2,A. Bacchi,O. de Oliveira Filho,Palmeiras,Neo Química Arena,0,2,SP,SP,9.0,0.0,54%,477.0,,21.0,5.0,0.0,4.0,2.0,12.0,0.0,46%,409.0,,21.0,5.0,0.0,3.0,6.0
37,5024,4,31/5/2015,16:01,Internacional,Sao Paulo,4-2-3-1,4-2-2-2,D. Aguirre Camblor,J. Osorio,-,Estádio José Pinheiro Borda,0,0,RS,SP,8.0,0.0,54%,516.0,,19.0,3.0,0.0,3.0,5.0,14.0,0.0,46%,434.0,,17.0,0.0,1.0,3.0,10.0
38,5025,4,31/5/2015,18:29,Flamengo,Fluminense,4-2-3-1,4-2-3-1,C. Borges dos Santos,E. Alves Moreira,Fluminense, Maracanã,2,3,RJ,RJ,15.0,5.0,67%,475.0,,24.0,5.0,1.0,1.0,8.0,7.0,2.0,33%,253.0,,23.0,3.0,1.0,0.0,1.0
39,5026,4,31/5/2015,18:31,Figueirense,Cruzeiro,4-1-2-1-2,4-2-3-1,A. Fucks,M. de Oliveira Santos,Figueirense, Orlando Scarpelli,2,1,SC,MG,9.0,0.0,32%,266.0,,17.0,3.0,0.0,2.0,5.0,22.0,0.0,68%,545.0,,11.0,5.0,1.0,1.0,4.0
40,5027,5,3/6/2015,19:31,Athletico-PR,Figueirense,4-4-1-1,4-1-2-1-2,M. Mendes,A. Fucks,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SC,12.0,0.0,47%,385.0,,12.0,1.0,0.0,1.0,6.0,9.0,0.0,53%,442.0,,8.0,4.0,0.0,5.0,4.0
41,5028,5,3/6/2015,19:32,Vasco,Ponte Preta,4-2-3-1,4-2-3-1,D. Ghidoni Junior,A. Ferreira,Ponte Preta,Estádio Vasco da Gama,0,3,RJ,SP,14.0,0.0,52%,441.0,,15.0,1.0,2.0,0.0,6.0,16.0,0.0,48%,417.0,,18.0,3.0,0.0,3.0,2.0
42,5029,5,3/6/2015,19:32,Chapecoense,Joinville,4-3-1-2,4-2-3-1,V. Eutrópio,H. Maria,Chapecoense,Arena Condá,2,0,SC,SC,10.0,0.0,53%,349.0,,16.0,3.0,0.0,1.0,7.0,12.0,0.0,47%,314.0,,12.0,5.0,0.0,1.0,10.0
43,5030,5,3/6/2015,21:02,Sao Paulo,Santos,4-2-3-1,4-2-3-1,J. Osorio,M. Fernandes,Sao Paulo, Morumbi,3,2,SP,SP,13.0,0.0,63%,531.0,,14.0,5.0,0.0,1.0,8.0,8.0,0.0,37%,329.0,,15.0,3.0,1.0,0.0,1.0
44,5031,5,3/6/2015,22:01,Cruzeiro,Flamengo,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,C. Borges dos Santos,Cruzeiro, Mineirão,1,0,MG,RJ,11.0,0.0,52%,410.0,,16.0,2.0,0.0,2.0,5.0,8.0,0.0,48%,378.0,,17.0,3.0,0.0,1.0,10.0
45,5032,5,3/6/2015,22:00,Avai,Atletico-MG,4-4-1-1,4-2-3-1,G. Kleina,L. Culpi,Atletico-MG,  Ressacada,1,4,SC,MG,7.0,0.0,46%,395.0,,12.0,3.0,0.0,3.0,10.0,16.0,0.0,54%,479.0,,15.0,3.0,0.0,4.0,7.0
46,5033,5,3/6/2015,21:59,Gremio,Corinthians,4-4-2,4-2-3-1,R. Machado Marques,A. Bacchi,Gremio,Arena do Grêmio,3,1,RS,SP,13.0,0.0,38%,397.0,,22.0,2.0,0.0,6.0,3.0,20.0,0.0,62%,627.0,,10.0,3.0,0.0,0.0,5.0
47,5034,5,4/6/2015,16:00,Fluminense,Coritiba,4-2-3-1,4-1-4-1,E. Alves Moreira,M. dos Santos Gonçalves,Fluminense, Maracanã,2,0,RJ,PR,12.0,6.0,53%,451.0,,13.0,1.0,0.0,1.0,3.0,8.0,4.0,47%,414.0,,24.0,4.0,0.0,3.0,4.0
48,5035,5,4/6/2015,21:01,Sport,Goias,4-2-3-1,4-3-1-2,E. Baptista,H. Pinto dos Anjos,Sport,Adelmar da Costa Carvalho,1,0,PE,GO,16.0,0.0,67%,597.0,,11.0,2.0,0.0,4.0,7.0,9.0,0.0,33%,296.0,,13.0,4.0,0.0,1.0,3.0
49,5036,5,4/6/2015,21:02,Palmeiras,Internacional,4-2-3-1,4-2-3-1,O. de Oliveira Filho,D. Aguirre Camblor,-,Allianz Parque,1,1,SP,RS,15.0,0.0,57%,456.0,,15.0,1.0,0.0,3.0,9.0,5.0,0.0,43%,354.0,,13.0,4.0,0.0,1.0,2.0
50,5037,6,6/6/2015,18:30,Atletico-MG,Cruzeiro,4-2-3-1,4-2-3-1,L. Culpi,V. Luxemburgo da Silva,Cruzeiro,Estádio Raimundo Sampaio,1,3,MG,MG,14.0,0.0,64%,462.0,,12.0,0.0,0.0,3.0,7.0,11.0,0.0,36%,268.0,,13.0,0.0,0.0,2.0,6.0
51,5038,6,6/6/2015,18:29,Flamengo,Chapecoense,4-2-3-1,4-3-1-2,C. Borges dos Santos,V. Eutrópio,Flamengo, Maracanã,1,0,RJ,SC,18.0,0.0,64%,437.0,,13.0,1.0,0.0,2.0,5.0,6.0,0.0,36%,262.0,,12.0,0.0,1.0,1.0,1.0
52,5039,6,6/6/2015,18:30,Santos,Ponte Preta,4-2-3-1,4-2-3-1,M. Fernandes,A. Ferreira,-,Estádio Urbano Caldeira,2,2,SP,SP,18.0,0.0,52%,451.0,,17.0,2.0,0.0,2.0,6.0,19.0,0.0,48%,416.0,,15.0,2.0,0.0,3.0,2.0
53,5040,6,6/6/2015,22:01,Athletico-PR,Vasco,4-2-3-1,4-2-3-1,M. Mendes,D. Ghidoni Junior,Athletico-PR,Estádio Joaquim Américo Guimarães,2,0,PR,RJ,13.0,0.0,45%,380.0,,15.0,4.0,0.0,2.0,7.0,14.0,0.0,55%,480.0,,7.0,3.0,0.0,2.0,3.0
54,5041,6,6/6/2015,21:58,Joinville,Corinthians,4-4-1-1,4-2-3-1,A. Batista,A. Bacchi,Corinthians,Arena Joinville,0,1,SC,SP,14.0,0.0,51%,432.0,,8.0,1.0,0.0,1.0,9.0,13.0,0.0,49%,430.0,,9.0,1.0,0.0,0.0,5.0
55,5042,6,6/6/2015,22:01,Sao Paulo,Gremio,4-2-3-1,4-2-3-1,J. Osorio,R. Machado Marques,Sao Paulo, Morumbi,2,0,SP,RS,13.0,0.0,60%,631.0,,19.0,3.0,0.0,2.0,4.0,9.0,0.0,40%,436.0,,14.0,2.0,0.0,1.0,3.0
56,5043,6,7/6/2015,11:02,Internacional,Coritiba,4-2-2-2,4-2-3-1,D. Aguirre Camblor,M. dos Santos Gonçalves,Internacional,Estádio José Pinheiro Borda,2,0,RS,PR,12.0,0.0,51%,424.0,,5.0,3.0,1.0,2.0,3.0,18.0,0.0,49%,401.0,,16.0,5.0,0.0,4.0,11.0
57,5044,6,7/6/2015,19:32,Figueirense,Palmeiras,4-1-2-1-2,4-2-3-1,A. Fucks,O. de Oliveira Filho,Figueirense, Orlando Scarpelli,2,1,SC,SP,7.0,0.0,33%,253.0,,22.0,3.0,0.0,7.0,2.0,13.0,0.0,67%,506.0,,14.0,3.0,0.0,3.0,4.0
58,5045,6,7/6/2015,19:28,Goias,Avai,4-2-3-1,3-4-1-2,H. Pinto dos Anjos,G. Kleina,Avai,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,SC,8.0,0.0,56%,496.0,,15.0,2.0,0.0,4.0,6.0,11.0,0.0,44%,401.0,,17.0,4.0,0.0,2.0,2.0
59,5046,6,7/6/2015,19:30,Fluminense,Sport,4-2-3-1,4-2-3-1,E. Alves Moreira,E. Baptista,-, Maracanã,0,0,RJ,PE,15.0,4.0,47%,408.0,,12.0,3.0,0.0,3.0,7.0,7.0,1.0,53%,479.0,,10.0,2.0,0.0,0.0,5.0
60,5047,7,10/6/2015,19:30,Atletico-MG,Santos,4-2-3-1,4-2-3-1,L. Culpi,M. Fernandes,-,Estádio Raimundo Sampaio,2,2,MG,SP,18.0,0.0,63%,520.0,,8.0,1.0,0.0,4.0,12.0,10.0,0.0,37%,320.0,,15.0,4.0,0.0,4.0,5.0
61,5048,7,13/6/2015,16:33,Coritiba,Flamengo,4-2-2-2,4-2-3-1,N. da Silveira Júnior,C. Borges dos Santos,Flamengo, Couto Pereira,0,1,PR,RJ,12.0,0.0,57%,478.0,,17.0,2.0,0.0,0.0,8.0,8.0,0.0,43%,380.0,,14.0,3.0,1.0,2.0,2.0
62,5049,7,13/6/2015,16:32,Chapecoense,Sao Paulo,4-3-1-2,4-2-3-1,V. Eutrópio,J. Osorio,Sao Paulo,Arena Condá,0,1,SC,SP,15.0,0.0,60%,460.0,,5.0,2.0,0.0,3.0,7.0,5.0,0.0,40%,322.0,,29.0,4.0,0.0,1.0,3.0
63,5050,7,13/6/2015,16:30,Corinthians,Internacional,4-2-3-1,4-2-2-2,A. Bacchi,D. Aguirre Camblor,Corinthians,Neo Química Arena,2,1,SP,RS,13.0,0.0,48%,392.0,,10.0,0.0,0.0,4.0,4.0,12.0,0.0,52%,427.0,,9.0,2.0,0.0,1.0,7.0
64,5051,7,13/6/2015,20:58,Sport,Joinville,4-2-2-2,4-2-3-1,E. Baptista,A. Batista,Sport,Adelmar da Costa Carvalho,2,1,PE,SC,10.0,0.0,47%,379.0,,10.0,0.0,0.0,7.0,3.0,21.0,0.0,53%,417.0,,13.0,4.0,0.0,2.0,6.0
65,5052,7,13/6/2015,21:01,Vasco,Cruzeiro,4-3-3,4-2-3-1,D. Ghidoni Junior,V. Luxemburgo da Silva,Cruzeiro,Estádio Vasco da Gama,1,3,RJ,MG,14.0,0.0,60%,536.0,,13.0,2.0,0.0,3.0,6.0,8.0,0.0,40%,362.0,,25.0,4.0,0.0,1.0,0.0
66,5053,7,14/6/2015,10:59,Ponte Preta,Goias,4-2-3-1,4-3-1-2,A. Ferreira,H. Pinto dos Anjos,-, Moisés Lucarelli,0,0,SP,GO,16.0,0.0,62%,430.0,,24.0,3.0,0.0,3.0,5.0,17.0,0.0,38%,279.0,,19.0,3.0,0.0,1.0,6.0
67,5054,7,14/6/2015,15:59,Avai,Figueirense,4-1-2-1-2,4-4-2,G. Kleina,A. Fucks,-,  Ressacada,1,1,SC,SC,8.0,0.0,58%,304.0,,14.0,4.0,0.0,0.0,5.0,9.0,0.0,42%,229.0,,26.0,3.0,0.0,4.0,2.0
68,5055,7,14/6/2015,15:58,Palmeiras,Fluminense,4-2-3-1,4-3-2-1,A. Valentim do Carmo Neto,E. Alves Moreira,Palmeiras,Allianz Parque,2,1,SP,RJ,25.0,11.0,68%,564.0,,6.0,0.0,0.0,1.0,7.0,6.0,3.0,32%,283.0,,13.0,6.0,2.0,0.0,2.0
69,5056,7,14/6/2015,16:00,Gremio,Athletico-PR,4-4-1-1,4-2-3-1,R. Machado Marques,M. Mendes,Gremio,Arena do Grêmio,2,1,RS,PR,20.0,0.0,56%,428.0,,8.0,1.0,0.0,6.0,13.0,12.0,0.0,44%,344.0,,22.0,4.0,0.0,0.0,7.0
70,5057,8,18/6/2015,21:03,Figueirense,Internacional,4-1-2-1-2,4-4-2,A. Fucks,D. Aguirre Camblor,-, Orlando Scarpelli,0,0,SC,RS,14.0,0.0,39%,267.0,,16.0,4.0,0.0,2.0,4.0,14.0,0.0,61%,425.0,,18.0,2.0,0.0,0.0,4.0
71,5058,8,20/6/2015,16:30,Sport,Vasco,4-2-3-1,4-2-3-1,E. Baptista,D. Ghidoni Junior,Sport,Arena de Pernambuco,2,1,PE,RJ,12.0,0.0,46%,425.0,,10.0,2.0,0.0,1.0,4.0,9.0,0.0,54%,482.0,,12.0,3.0,0.0,0.0,4.0
72,5059,8,20/6/2015,16:30,Flamengo,Atletico-MG,4-2-3-1,4-1-4-1,C. Borges dos Santos,L. Culpi,Atletico-MG, Maracanã,0,2,RJ,MG,12.0,0.0,54%,504.0,,8.0,0.0,0.0,1.0,4.0,8.0,0.0,46%,457.0,,14.0,0.0,1.0,1.0,3.0
73,5060,8,20/6/2015,16:33,Santos,Corinthians,4-2-3-1,4-2-3-1,M. Fernandes,A. Bacchi,Santos,Estádio Urbano Caldeira,1,0,SP,SP,10.0,0.0,41%,351.0,,19.0,4.0,1.0,4.0,6.0,10.0,0.0,59%,502.0,,17.0,3.0,1.0,1.0,7.0
74,5061,8,20/6/2015,21:01,Gremio,Palmeiras,4-2-3-1,4-2-3-1,R. Machado Marques,M. de Oliveira Santos,Gremio,Arena do Grêmio,1,0,RS,SP,12.0,0.0,49%,485.0,,11.0,4.0,0.0,7.0,1.0,14.0,0.0,51%,476.0,,9.0,3.0,0.0,0.0,7.0
75,5062,8,21/6/2015,11:01,Cruzeiro,Chapecoense,4-2-3-1,4-3-2-1,V. Luxemburgo da Silva,V. Eutrópio,Chapecoense, Mineirão,0,1,MG,SC,14.0,0.0,62%,526.0,,9.0,4.0,0.0,2.0,5.0,6.0,0.0,38%,323.0,,16.0,3.0,0.0,1.0,4.0
76,5063,8,21/6/2015,15:59,Joinville,Goias,4-2-3-1,4-4-2,A. Batista,H. Pinto dos Anjos,Joinville,Arena Joinville,2,1,SC,GO,12.0,0.0,48%,377.0,,13.0,4.0,1.0,0.0,3.0,15.0,0.0,52%,394.0,,12.0,4.0,1.0,2.0,11.0
77,5064,8,21/6/2015,16:01,Athletico-PR,Coritiba,4-2-3-1,4-2-3-1,M. Mendes,N. da Silveira Júnior,-,Estádio Joaquim Américo Guimarães,2,2,PR,PR,17.0,0.0,51%,381.0,,10.0,2.0,0.0,4.0,2.0,15.0,0.0,49%,384.0,,20.0,3.0,2.0,2.0,3.0
78,5065,8,21/6/2015,16:00,Sao Paulo,Avai,4-2-3-1,4-3-1-2,J. Osorio,G. Kleina,-, Morumbi,1,1,SP,SC,16.0,0.0,58%,414.0,,14.0,1.0,0.0,9.0,9.0,13.0,0.0,42%,314.0,,13.0,5.0,0.0,1.0,9.0
79,5066,8,24/6/2015,19:30,Fluminense,Ponte Preta,4-2-3-1,4-2-3-1,E. Alves Moreira,A. Ferreira,Fluminense, Maracanã,2,0,RJ,SP,21.0,6.0,48%,452.0,,16.0,2.0,0.0,1.0,3.0,11.0,3.0,52%,473.0,,18.0,3.0,0.0,0.0,6.0
80,5067,9,27/6/2015,16:01,Avai,Gremio,3-4-1-2,4-2-3-1,G. Kleina,R. Machado Marques,Gremio,  Ressacada,1,2,SC,RS,12.0,0.0,50%,375.0,,14.0,3.0,0.0,1.0,12.0,7.0,0.0,50%,406.0,,16.0,3.0,0.0,3.0,4.0
81,5068,9,27/6/2015,16:01,Chapecoense,Sport,4-3-1-2,4-2-3-1,V. Eutrópio,E. Baptista,-,Arena Condá,1,1,SC,PE,14.0,0.0,64%,433.0,,7.0,1.0,0.0,2.0,16.0,14.0,0.0,36%,265.0,,16.0,6.0,0.0,1.0,3.0
82,5069,9,27/6/2015,21:00,Corinthians,Figueirense,4-1-4-1,4-3-1-2,A. Bacchi,A. Fucks,Corinthians,Neo Química Arena,2,1,SP,SC,13.0,0.0,52%,473.0,,10.0,0.0,0.0,1.0,7.0,6.0,0.0,48%,452.0,,11.0,2.0,0.0,3.0,3.0
83,5070,9,28/6/2015,10:59,Atletico-MG,Joinville,4-2-3-1,4-2-3-1,L. Culpi,A. Batista,Atletico-MG, Mineirão,1,0,MG,SC,13.0,0.0,58%,505.0,,11.0,2.0,0.0,4.0,10.0,7.0,0.0,42%,376.0,,13.0,1.0,0.0,7.0,3.0
